local_path,expected_label,classifier_prediction,policy_verdict,policy_primary_label,classifier_correct,weapon_detector_signal,detections_json,ocr_text,classifier_scores_json,fused_scores_json,review_reasons_json,classification_ms,detection_ms,ocr_ms,total_ms,annotated_path
data/wikimedia_pilot/train/safe/safe_train_9d2e2ef3fe4a.jpg,safe,safe,APPROVE,safe,True,True,"[{""label"": ""pistol"", ""score"": 0.34417280554771423, ""box"": [70.77311706542969, 358.16131591796875, 105.86772155761719, 399.12994384765625]}, {""label"": ""pistol shotgun"", ""score"": 0.3076837658882141, ""box"": [48.761112213134766, 63.42668151855469, 155.60009765625, 84.62612915039062]}]",rational! = ® iss Se =! abe M AN CIT I 1B,"{""explosives"": 0.10095733537418054, ""financial_promotion"": 0.029208907800025944, ""firearms"": 0.12268635653635977, ""safe"": 0.7471474002894337}","{""explosives"": 0.1009573353741805, ""financial_promotion"": 0.02920890780002594, ""firearms"": 0.25856273064363544, ""safe"": 0.7471474002894337}","[""Object context: pistol (0.34)""]",76.6301250550896,5519.493667059578,270.95875004306436,6150.3451250027865,outputs/evaluation/external_annotated/00_safe_train_9d2e2ef3fe4a.jpg
data/wikimedia_pilot/train/safe/safe_train_617511ad1a2f.jpg,safe,safe,APPROVE,safe,True,True,"[{""label"": ""bomb"", ""score"": 0.3163962960243225, ""box"": [285.9128112792969, 6.902675628662109, 462.11383056640625, 201.34413146972656]}, {""label"": ""explosive device"", ""score"": 0.34709399938583374, ""box"": [285.17327880859375, 6.882437229156494, 464.37384033203125, 201.71038818359375]}, {""label"": ""ammunition fireworks"", ""score"": 0.3226451873779297, ""box"": [4.355072021484375, 6.476570129394531, 760.2926635742188, 309.9761047363281]}, {""label"": ""explosive device"", ""score"": 0.3568919897079468, ""box"": [4.411354064941406, 6.4036688804626465, 760.05859375, 310.2711181640625]}]",is \% Lk RY ox Dainty er Coven CANDY Clets Scents theQunce CHI Chi REALLY DELIGHTFUL oF in and 25 cent soul packet. Frank H. Fleer Company. Ine.,"{""explosives"": 0.10255210331767978, ""financial_promotion"": 0.02330913895009919, ""firearms"": 0.024848293103743733, ""safe"": 0.8492904646284773}","{""explosives"": 0.256292246760639, ""financial_promotion"": 0.02330913895009923, ""firearms"": 0.14440693507725488, ""safe"": 0.8492904646284773}","[""Object context: explosive device (0.36)"", ""Object context: ammunition (0.32)""]",100.84408393595368,4183.9773749234155,207.5943748932332,4496.313208015636,outputs/evaluation/external_annotated/01_safe_train_617511ad1a2f.jpg
data/wikimedia_pilot/train/safe/safe_train_eb77534129f9.jpg,safe,explosives,BLOCK,explosives,False,True,"[{""label"": ""fireworks"", ""score"": 0.36212703585624695, ""box"": [21.592912673950195, 19.06427764892578, 439.098876953125, 755.420166015625]}, {""label"": ""grenade"", ""score"": 0.3495105504989624, ""box"": [326.1591796875, 240.84873962402344, 396.1746520996094, 364.48046875]}, {""label"": ""grenade"", ""score"": 0.371551513671875, ""box"": [325.99359130859375, 240.87948608398438, 396.4645080566406, 364.97833251953125]}, {""label"": ""explosive device"", ""score"": 0.30141958594322205, ""box"": [325.7452087402344, 240.84947204589844, 396.56536865234375, 365.1067199707031]}, {""label"": ""explosive device"", ""score"": 0.37193477153778076, ""box"": [21.334753036499023, 18.885223388671875, 439.2247009277344, 755.7706298828125]}]","Gut che! 'S Suppen- MAGG und Speisen- Wiirze —altbewahrt und einzig — gibt schwachen Suppen, allen Saucen, Gemiisen, Salaton ete. augenblicklich iiberraschend kraftigen Wohlgeschmack. Sie ist sehr ausgiebig, man nehme des- halb nie zuviel davon, is MAGGI Bouillon Kapseln dienen aur sofortigen Herstellung trinkfertiger Bouillon, Sie sind mi allerbestem Fleischextrakt, den feinsten Gemiise-Ausatigen und dem nétigen Kochsalz her- gestellt. Jede Kapsel enthiilt 2 Portionen fiir je 1 Tasse. A Nur mit kochendem Wasser we itberbriihen,","{""explosives"": 0.3127430754684711, ""financial_promotion"": 0.20015702631492344, ""firearms"": 0.20327429514763182, ""safe"": 0.2838256030689737}","{""explosives"": 0.43543815413089926, ""financial_promotion"": 0.2001570263149235, ""firearms"": 0.20327429514763184, ""safe"": 0.2838256030689737}","[""Object context: explosive device (0.37)"", ""explosives was the top classifier class and crossed its validated block threshold""]",87.93595805764198,5906.242666067556,317.34854099340737,6315.989208058454,outputs/evaluation/external_annotated/02_safe_train_eb77534129f9.jpg
data/wikimedia_pilot/train/safe/safe_train_c456321d7b18.jpg,safe,explosives,BLOCK,explosives,False,True,"[{""label"": ""bomb"", ""score"": 0.38729891180992126, ""box"": [299.0315246582031, 165.84425354003906, 548.09423828125, 632.4742431640625]}, {""label"": ""bomb"", ""score"": 0.34156861901283264, ""box"": [298.91912841796875, 165.76123046875, 548.3455810546875, 632.6085205078125]}, {""label"": ""explosive device"", ""score"": 0.39735546708106995, ""box"": [298.5536193847656, 166.5220947265625, 548.2694702148438, 632.6929321289062]}]",THESHOE= 96 “BETTER THAN EVER AND STILLTHE BEST” (es Qe I> NN a |,"{""explosives"": 0.3241089977169525, ""financial_promotion"": 0.11513515014498027, ""firearms"": 0.27114456072510046, ""safe"": 0.28961129141296676}","{""explosives"": 0.45302211047282737, ""financial_promotion"": 0.11513515014498021, ""firearms"": 0.2711445607251004, ""safe"": 0.28961129141296676}","[""Object context: explosive device (0.40)"", ""explosives was the top classifier class and crossed its validated block threshold""]",87.30287500657141,4734.0144159970805,234.2885829275474,5060.534083051607,outputs/evaluation/external_annotated/03_safe_train_c456321d7b18.jpg
data/wikimedia_pilot/val/safe/safe_val_8b0372d1ceac.jpg,safe,safe,APPROVE,safe,True,False,[],=> om Un. Taye AK YOU il i I Drea 28 360) Birmingham > ff,"{""explosives"": 0.06247416203297338, ""financial_promotion"": 0.025097490485143863, ""firearms"": 0.14336270484511546, ""safe"": 0.7690656426367674}","{""explosives"": 0.0624741620329734, ""financial_promotion"": 0.02509749048514387, ""firearms"": 0.14336270484511549, ""safe"": 0.7690656426367674}",[],100.764416041784,5046.055332990363,252.49412504490465,5405.141249997541,outputs/evaluation/external_annotated/04_safe_val_8b0372d1ceac.jpg
data/wikimedia_pilot/val/safe/safe_val_b8676660a3e4.jpg,safe,safe,APPROVE,safe,True,True,"[{""label"": ""fireworks"", ""score"": 0.34453722834587097, ""box"": [41.766204833984375, 35.80128479003906, 518.1571655273438, 738.1176147460938]}]","ED = HS, hy ee an <i Die as bf ‘a i oq o¥ ea Gr a elu Kay BR Se WE BRR fi ii Wi 70% a","{""explosives"": 0.11271675709826089, ""financial_promotion"": 0.3165064202686941, ""firearms"": 0.1209698118729195, ""safe"": 0.4498070107601255}","{""explosives"": 0.1983133476930493, ""financial_promotion"": 0.316506420268694, ""firearms"": 0.12096981187291944, ""safe"": 0.4498070107601255}","[""Object context: fireworks (0.34)""]",92.23787509836257,5043.827374931425,267.95675000175834,5408.722207997926,outputs/evaluation/external_annotated/05_safe_val_b8676660a3e4.jpg
data/wikimedia_pilot/test/safe/safe_test_5f8657d82e0b.jpg,safe,safe,REVIEW,explosives,True,True,"[{""label"": ""ammunition bomb"", ""score"": 0.32440024614334106, ""box"": [34.56250762939453, 55.561195373535156, 451.9622497558594, 268.9075012207031]}, {""label"": ""explosive device"", ""score"": 0.5218942165374756, ""box"": [34.25214385986328, 55.62370681762695, 451.669189453125, 269.079833984375]}, {""label"": ""explosive device"", ""score"": 0.30120792984962463, ""box"": [34.60778045654297, 55.433589935302734, 451.5497131347656, 269.2818908691406]}]","Het GROOTSLTE WONDER der Auto-Techniek is de 15 PK. 4 Cyl. 1912 Model Lae FLANDERS ‘i Geheel volgens afbeelding, compleet f 2800.— ae) Proefwagen disponibel. s»i0 MND AGENT VOOR LEIDEN EN OMSTREKEN; \ wi A, J. STALLINGA, Hoogewosrd 52, 68 en 146. - Telef. Interc. on beschrijving op Automobicica te huur. Tevens in voorraad: een twee-persoons FLANDERS, compleet.","{""explosives"": 0.19145127628269049, ""financial_promotion"": 0.17016345544343286, ""firearms"": 0.14596521561453224, ""safe"": 0.4924200526593443}","{""explosives"": 0.39400018957716465, ""financial_promotion"": 0.1701634554434328, ""firearms"": 0.2512438714369881, ""safe"": 0.4924200526593443}","[""Object context: ammunition (0.32)"", ""Object context: explosive device (0.52)"", ""Restricted-class evidence crossed the review threshold""]",101.62770794704556,4694.582416093908,330.4952079197392,5132.199625018984,outputs/evaluation/external_annotated/06_safe_test_5f8657d82e0b.jpg
data/wikimedia_pilot/train/firearms/firearms_train_01b73dfab038.jpg,firearms,firearms,REVIEW,firearms,True,True,"[{""label"": ""ammunition explosive device"", ""score"": 0.3557465374469757, ""box"": [1.915419101715088, 2.264786720275879, 357.2662353515625, 204.4115753173828]}, {""label"": ""bomb"", ""score"": 0.3777397871017456, ""box"": [80.55572509765625, 53.856475830078125, 279.7190246582031, 166.17320251464844]}, {""label"": ""explosive device"", ""score"": 0.4249393939971924, ""box"": [80.16104888916016, 53.35297393798828, 280.1514587402344, 166.582275390625]}, {""label"": ""explosive device"", ""score"": 0.414521723985672, ""box"": [1.871398687362671, 2.3386614322662354, 357.3366394042969, 204.399169921875]}, {""label"": ""fireworks"", ""score"": 0.3025384545326233, ""box"": [1.6571760177612305, 2.113508462905884, 357.4781799316406, 204.3971405029297]}]",ttt IMPROVED PROTECTOR. ‘The new —— S sate PR 7 eta CHICAGO FIRE ARI,"{""explosives"": 0.3538279803735868, ""financial_promotion"": 0.02598809388699713, ""firearms"": 0.5950348355503606, ""safe"": 0.025149090189055354}","{""explosives"": 0.48562827466382197, ""financial_promotion"": 0.025988093886997077, ""firearms"": 0.5950348355503606, ""safe"": 0.025149090189055354}","[""Object context: explosive device (0.42)"", ""Restricted-class evidence crossed the review threshold""]",84.10687500145286,5867.476042010821,173.35891700349748,6129.992209025659,outputs/evaluation/external_annotated/07_firearms_train_01b73dfab038.jpg
data/wikimedia_pilot/train/firearms/firearms_train_83fbf1b12e72.jpg,firearms,firearms,BLOCK,firearms,True,True,"[{""label"": ""pistol rifle shotgun"", ""score"": 0.4700765311717987, ""box"": [227.46058654785156, 176.2827911376953, 518.6815795898438, 383.46282958984375]}, {""label"": ""pistol rifle shotgun"", ""score"": 0.362941712141037, ""box"": [227.50074768066406, 176.2759246826172, 518.5447998046875, 383.4185485839844]}, {""label"": ""handgun"", ""score"": 0.3001870810985565, ""box"": [227.01075744628906, 175.86141967773438, 518.8078002929688, 383.6668395996094]}, {""label"": ""handgun pistol shotgun"", ""score"": 0.30882272124290466, ""box"": [227.5831756591797, 176.85003662109375, 517.9902954101562, 383.16192626953125]}, {""label"": ""handgun pistol rifle shotgun"", ""score"": 0.3348638713359833, ""box"": [227.54568481445312, 176.6110076904297, 518.1778564453125, 383.28326416015625]}, {""label"": ""pistol rifle shotgun"", ""score"": 0.340451180934906, ""box"": [227.76528930664062, 176.55282592773438, 518.2410278320312, 383.23345947265625]}, {""label"": ""pistol rifle shotgun"", ""score"": 0.3302037715911865, ""box"": [227.85533142089844, 176.17535400390625, 518.3422241210938, 383.5673522949219]}, {""label"": ""explosive device"", ""score"": 0.3072851598262787, ""box"": [16.55750846862793, 20.30760955810547, 558.01025390625, 746.141357421875]}]","fl, = HOBOCTh bY By rs xt me 30) nosanesiesrs an at me Lavine “enone ne was ny: 4 enone it 25 ana. 2 me in ft curb ero bv conch 0 a on encren pon yO na me pe ara” yuo conpencennaro rt wr. i i pate Pac. Sat a ero yerpa He va ce nncreaera nepuns. 2"", vepaina. Bex Br kon 1 py6. cusps vie artes or, 78. non, YC =","{""explosives"": 0.0009050084008626729, ""financial_promotion"": 0.0009479692723900804, ""firearms"": 0.9969532933594706, ""safe"": 0.001193728967276546}","{""explosives"": 0.14826839920494694, ""financial_promotion"": 0.0009479692723900479, ""firearms"": 0.9975977767395557, ""safe"": 0.001193728967276546}","[""Object context: shotgun (0.47)"", ""Object context: explosive device (0.31)"", ""firearms was the top classifier class and crossed its validated block threshold""]",103.55587501544504,4944.586249999702,854.7215000726283,5908.468957990408,outputs/evaluation/external_annotated/08_firearms_train_83fbf1b12e72.jpg
data/wikimedia_pilot/train/firearms/firearms_train_a0c6005948ed.jpg,firearms,explosives,BLOCK,explosives,False,True,"[{""label"": ""rifle shotgun grenade"", ""score"": 0.4522794485092163, ""box"": [24.733245849609375, 61.57804870605469, 748.87646484375, 186.75721740722656]}, {""label"": ""rifle shotgun grenade"", ""score"": 0.4229773283004761, ""box"": [26.256385803222656, 61.179439544677734, 747.2110595703125, 186.9608917236328]}, {""label"": ""rifle shotgun"", ""score"": 0.3016059398651123, ""box"": [26.673568725585938, 60.47452163696289, 747.7413330078125, 187.18228149414062]}, {""label"": ""rifle shotgun"", ""score"": 0.3312241733074188, ""box"": [28.16333770751953, 60.924842834472656, 743.6812744140625, 187.3494415283203]}]",405 WINCHESTER CENTER-FIRE CARTRIDGE —— Ar} —* Sir,"{""explosives"": 0.6861596320896409, ""financial_promotion"": 0.04423863767706076, ""firearms"": 0.13275933549440486, ""safe"": 0.13684239473889334}","{""explosives"": 0.6861596320896409, ""financial_promotion"": 0.04423863767706071, ""firearms"": 0.3092651437547155, ""safe"": 0.13684239473889334}","[""Object context: shotgun (0.45)"", ""explosives was the top classifier class and crossed its validated block threshold""]",99.11366703454404,2699.5314579689875,170.39570794440806,2972.4596249870956,outputs/evaluation/external_annotated/09_firearms_train_a0c6005948ed.jpg
